Vardas                Pavarde                    ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9    ND10    ND11    ND12    ND13    ND14    ND15    Egz.
Vardas8454            Pavarde8454                  5       3       7       6       6       1      10       5       3       6       3       4       9       4       4       9
Vardas8455            Pavarde8455                  7       3       3       9       3       7       1       3       7       1       9       3       5       3       7       7
Vardas8456            Pavarde8456                  6       3       9       2       3       4       6       6       8      10       7       1       7       4       6       7
Vardas8457            Pavarde8457                  9       6       9       6      10       4       8       5       7       3       8       4       1       2       9       9
Vardas8458            Pavarde8458                  5       6      10       2       2      10       9       6       1       6       1       8       6       1       5       7
Vardas8459            Pavarde8459                  4       6       3       1       5       2       4      10       3       5       6       4       3       8       5       5
Vardas8460            Pavarde8460                  6       1       8       9       9       5       2       4       7       7       2       3       6       6       1       1
Vardas8461            Pavarde8461                  2       3       7       3       9       5       5       7       6       4       5      10       8      10       5      10
Vardas8462            Pavarde8462                  6       1       6       4       7       9       3       6       8       3       7       2       4       4       3       7
Vardas8463            Pavarde8463                  9       9       6       6       6       2       5       2      10       6       9       8       6       7      10       2
Vardas8464            Pavarde8464                  6       6       5       5      10       8       4       3       9       1       3      10       7       3       9       6
Vardas8465            Pavarde8465                  1       1       6       6      10       7       8       1       7       7       9       8       8       3       4       2
Vardas8466            Pavarde8466                  7       4       9       1       5       5       5       1       9      10       6       3       2       4       3       7
Vardas8467            Pavarde8467                  4       5       1      10       3      10       6       6       2       6       6       9       7      10       3       4
Vardas8468            Pavarde8468                  2       6       4       3       1       8       4       2       5       8       7       9       1       7       3       1
Vardas8469            Pavarde8469                  4       1       8       3       7       2       3       3       4       9       3       1       3       2       8       6
Vardas8470            Pavarde8470                  5       7       7       8       4       4       9       7       2       9       2       9       4       6       7       1
Vardas8471            Pavarde8471                  3       6       7       7      10       4       8       6       9       2       6       3       9       1       9       1
Vardas8472            Pavarde8472                  4       8       6       1      10       6       7       7       9       7       7       3      10       8       3       2
Vardas8473            Pavarde8473                  5       4       3       1       4      10       1       1       6       4       8       5       2       6       1       1
Vardas8474            Pavarde8474                  9      10       6       4       5       9       4       6       9       6      10       6       9       8       5       6
Vardas8475            Pavarde8475                  2       2       4       2       4       5       6       4       4       9       7       1       3       3       1       8
Vardas8476            Pavarde8476                  6       1       9       8      10       8      10       3       8       2       8       9      10       6       2       4
Vardas8477            Pavarde8477                  4       3      10       9       6       7       2       7       3       7       8      10       8       7       3       6
Vardas8478            Pavarde8478                  4       1       7       1      10       3       2       9       1      10       7       2       3       4       8       5
Vardas8479            Pavarde8479                  7       9      10       7       4       2       2       4       3      10       6       4       5       2       4       6
Vardas8480            Pavarde8480                  5       2       6       3       8       6       5       5       6       6       4       9       4       6       7       3
Vardas8481            Pavarde8481                 10       6       6       9       1      10       6       8       7       5       9       7       7       8       4       4
Vardas8482            Pavarde8482                  5       2       2       6       2       9       2       7       1       4       7       4       2       1       6       8
Vardas8483            Pavarde8483                  2       9       1      10       1       2       5       6      10       4       5       2       6      10       4       4
Vardas8484            Pavarde8484                  4       2       1       3       4       7       4       4       5       1       8       9      10       9       8       4
Vardas8485            Pavarde8485                  2       6       6       9       3       1       2       5      10       2       1       6       2       5       2       8
Vardas8486            Pavarde8486                  4      10       5       9       2       9       2       1       6       2       8       9       2      10       6       5
Vardas8487            Pavarde8487                  7       9       4       6      10       3      10       4       6       2       9       4       9       3       4       9
Vardas8488            Pavarde8488                  8       8       8       8       1       8       9       2       2       5       1       4       4       1       7       8
Vardas8489            Pavarde8489                  2       3       8       4       6       4       6       9       4       9       8       5       2       4       4       6
Vardas8490            Pavarde8490                  5       5       5       4       7       4       3       7      10       8       9       4       4       2       2       3
Vardas8491            Pavarde8491                  3       5       8       5       4       2       5       6       5       6       7       5       9       3       8       6
Vardas8492            Pavarde8492                  1       4      10       4       1       1      10      10       1       4       7       4       7       2       5       6
Vardas8493            Pavarde8493                  8       4       1       1       8       2       6       2       4       3       1      10       4       2      10       6
Vardas8494            Pavarde8494                  1       4       2       1       4       1       2       6       7       3       7       4       1       7       6       1
Vardas8495            Pavarde8495                  8       4       1       7       3       2       6      10       3       2       9      10       6       8       7       9
Vardas8496            Pavarde8496                  7       4       9       1       2      10       5       3       2       3       3       7       8      10       2       4
Vardas8497            Pavarde8497                  3       7      10       6       2       3       9       2       6       5       6       6       8       5       8       1
Vardas8498            Pavarde8498                 10       3       3       5       7       3       4       2       5       8       8       9       9       2       4       7
Vardas8499            Pavarde8499                  4       6       2       8       2       9       7      10       9       1       3       5       1       2       6       1
Vardas8500            Pavarde8500                  8       7       6       3       8       7       6       4      10       8       7       5       7       3       9       7
Vardas8501            Pavarde8501                  8       6       3       6       1       2       6      10       6       6       7      10       9       8       9       6
Vardas8502            Pavarde8502                  6       7       7       1       5       5       7       9      10       9       8       1       7       1       8       7
Vardas8503            Pavarde8503                  2       3       8       8       9       1       7      10       5       9       2       1       4       8       6       4
Vardas8504            Pavarde8504                  1       8       8       1       7      10      10       5       3       9      10       5       4       4       8       7
Vardas8505            Pavarde8505                  5       9       4       8       6       3       5       7       9       3       2       7      10      10      10       2
Vardas8506            Pavarde8506                  1       6      10       7       9       6       4       4       8       3      10       6       9       6       5      10
Vardas8507            Pavarde8507                  5       9      10       3       8       1       2       9       5       3       6       9       4       3       8       8
Vardas8508            Pavarde8508                  4       1       6       8       5       8       1       4       2       1       8       3       1       3       1       3
Vardas8509            Pavarde8509                  6       6       8       7       9       1       9       2       6       6      10      10       6       4       5       5
Vardas8510            Pavarde8510                 10       8       1       7       4       9       8       7       9      10       1       6       1       1       6       4
Vardas8511            Pavarde8511                 10       6       6       8       4       8       3       1       4       4       7       8       6       7       2      10
Vardas8512            Pavarde8512                  3       4      10       4       2       2       3       7       3       4       6       7       4       2       1       5
Vardas8513            Pavarde8513                  2       9       1       8       9       3       3       4       6       2       5      10       1       1       7       6
Vardas8514            Pavarde8514                  7       1       1       5       3       4       4       8       9      10       3       2       8       3      10       7
Vardas8515            Pavarde8515                 10       9       8       3       1       7       3      10       6      10       6       5       8       2       3       3
Vardas8516            Pavarde8516                  6       1       1       9       7       7      10       6       5       5       4      10       7       5       3       8
Vardas8517            Pavarde8517                  5       7       7       5       7       7       9       8       6       5       3      10       6       6       9       2
Vardas8518            Pavarde8518                  8      10       7       1       6       3       9       1       9       2      10       5       9      10       8       8
Vardas8519            Pavarde8519                  8       2       5       5       7       4       4      10       9       8      10       7       8       9       6       6
Vardas8520            Pavarde8520                  6       3      10       7       1      10       7       2       7       4       4       3       4       2       1       7
Vardas8521            Pavarde8521                  8       3       7       5       6       7       4      10       4       2       6       1       1       4       1      10
Vardas8522            Pavarde8522                  7       7       5       5       8       5       8      10       6       8       5       9       7       7       8       9
Vardas8523            Pavarde8523                  8       8       9       3       2       5      10       9       1       1       9       3       6       5       1       7
Vardas8524            Pavarde8524                 10       9       1       9      10       6       6       8       6       5       7       1       6       8       4       7
Vardas8525            Pavarde8525                  9       3       2       7       2       7      10       2       1       6       9       1       6       2       7       9
Vardas8526            Pavarde8526                  1       6       3       8       6       4       8       8       5       3      10       3      10       1       2      10
Vardas8527            Pavarde8527                  4       5       6       1       2       2       6       4       6       9       4       9       6       7       7       1
Vardas8528            Pavarde8528                  5       7       2       6       1       9       3       7       2       6       8       4       4       5       9       6
Vardas8529            Pavarde8529                 10       2       5       5       2       2       6       1       4      10       1       2       1       9       4      10
Vardas8530            Pavarde8530                  8      10       1       6       1       7       9       7       8       6       3      10       9       7       6       5
Vardas8531            Pavarde8531                  7       2      10       9       6       2       6       3       2       9       7       2      10      10       6       5
Vardas8532            Pavarde8532                  4       7       6       4      10       5       1       1      10       6       7      10       1       6       3       5
Vardas8533            Pavarde8533                  5      10       7       9       3       9       7      10       9       9       7       3       7       2       1       8
Vardas8534            Pavarde8534                  9       4       4       3       3       9       9       2      10       6       4       7       1       4       1      10
Vardas8535            Pavarde8535                  2       3      10       9       8       7       1      10       4       7       8       7       6       4       9       9
Vardas8536            Pavarde8536                  7       2      10      10       8       2       3       8       6       9       6       4       4       9       2       6
Vardas8537            Pavarde8537                  6      10       6       5       5       8       3      10       2       4       4       3       4       3       4       9
Vardas8538            Pavarde8538                  6       7       2      10       1       6       3       9       3       8       3       8       8       3       2       9
Vardas8539            Pavarde8539                  8       5       4       9       9       5       8       9       3      10      10      10       9      10       5       7
Vardas8540            Pavarde8540                  5       7       3       6       7      10      10       5       2       9       9       8       6       8       7       5
Vardas8541            Pavarde8541                 10       3       6       3       6       4       9       7       3       7       9      10      10       2       5       8
Vardas8542            Pavarde8542                  4       7       6       1       2       5       8       1       3       5       5       1       9       8       1       6
Vardas8543            Pavarde8543                  8       3      10       8       3       8       2      10       7       8       6       7       4       8       9      10
Vardas8544            Pavarde8544                 10       2       1      10       3       7       8       2       6       5       7       7       4       1       5       4
Vardas8545            Pavarde8545                  8       5      10       9       2       5       9       6       1      10       4       2       9       1       2       3
Vardas8546            Pavarde8546                  4       5       2      10       3       1       2       7       6       8       2      10       3       5       4       6
Vardas8547            Pavarde8547                  7      10       4       2       7       1       7       1       2       5      10       4       1       8      10       2
Vardas8548            Pavarde8548                  3       7       2       3       6       6       3       1       1       3       2       4       6       6       8       6
Vardas8549            Pavarde8549                  5      10       9       8       6       6       5       6       1       1       6       3       9       2       1       1
Vardas8550            Pavarde8550                 10       4      10      10       9       9       5       7       1       1       6       6       8       8       5       5
Vardas8551            Pavarde8551                  3       1       5       5       9       1       9      10       3      10      10       9       9       1       3       8
Vardas8552            Pavarde8552                  4       2       3      10       2       3       6       5       8       6       9       2       7       8       7       8
Vardas8553            Pavarde8553                  3       2       4       2       9       8       7       7       2      10       2       7       4       6       9       8
Vardas8554            Pavarde8554                  6       3       7       6       9       4       1       6       4       4       9       8       3       4      10       8
Vardas8555            Pavarde8555                  3       9       5       9       6       2       8       6       7       5       8      10       1       9       7       4
Vardas8556            Pavarde8556                  5       6       8       2       5       2       1       2       7       7       1       1       2      10       4       1
Vardas8557            Pavarde8557                  8       7       4       2      10       8       6       5       4       8       1       3       7       9       9       5
Vardas8558            Pavarde8558                  6       8       7       6       1       8       1       1       4       1       8       4       9      10       2       8
Vardas8559            Pavarde8559                  8       2       8       7       7       9       6       8       9       7       9       1      10       6      10       7
Vardas8560            Pavarde8560                  3       5       6       3       3       8       6       9       3       2       7       7       1       2       8       6
Vardas8561            Pavarde8561                  6       7       8       9       3       9       2       2       7      10       4      10       4       4       9       8
Vardas8562            Pavarde8562                  4      10       6       6       9       7      10       8       4       9       4       1       4       5       4       9
Vardas8563            Pavarde8563                  6       8       6      10       6       8       5      10       2       2       2       9       8       6       1       9
Vardas8564            Pavarde8564                  6       1       5       7       4       8       7       8       2       4      10       3       1       8      10       3
Vardas8565            Pavarde8565                  3       7       2       1       6       5       7       3       5       7       3       9       9       4       9       3
Vardas8566            Pavarde8566                  5       6      10       1       7       1       4       1       1      10       3       7       3       6       3       9
Vardas8567            Pavarde8567                  2       8       4       2       8       3       7       9       1       8       2       7       1       3       4       5
Vardas8568            Pavarde8568                  7       5      10       3       7      10       1       2       2       3       6       6       3       7       7      10
Vardas8569            Pavarde8569                  7       2       4       1       9       6       6       1       8       8       7       2       8       7       3       5
Vardas8570            Pavarde8570                 10       8       4       5       4       4       6       5       3       5       5       1       6      10       9       1
Vardas8571            Pavarde8571                  7       2       5       5       8       3       6       4       1       3       7       3       1       5       2       4
Vardas8572            Pavarde8572                  7       3       3      10       8       2       3       7       9      10       5       3       4       7       2       5
Vardas8573            Pavarde8573                  1      10       9       3       6       7       3       5       8       3       7       5       9       3       6       1
Vardas8574            Pavarde8574                  3       7      10       1       9       6       1       2       3       8       3       5       9       3       3       7
Vardas8575            Pavarde8575                  7      10       9       5       6       7       4       9       4       8       1       9       6      10       8       5
Vardas8576            Pavarde8576                  2      10       1       4       2       9       6      10       1       9       4       3       8       5       1      10
Vardas8577            Pavarde8577                  3       7       3       9       4       6       1       6       9       5       5       2       2       2      10       5
Vardas8578            Pavarde8578                  6       8       9       6       1       2       9       7       5       9       5       2       6       7       6       2
Vardas8579            Pavarde8579                 10       5       9       1      10      10       9       7       5      10       2       3       7       9       5       3
Vardas8580            Pavarde8580                  2       6       7       7       3       5       5       1       3       3       6       2       8       8       1      10
Vardas8581            Pavarde8581                  1       8      10       1       8       7       5       4       2       5       6       4       4       8       4       4
Vardas8582            Pavarde8582                  5       8       4       1       7       6       7       4       3       4       8       4       6       6       2       2
Vardas8583            Pavarde8583                  2       4       1       4       5       4       4       7       4       6       3       2       8       4       1       7
Vardas8584            Pavarde8584                  2       8       4       6       2       8       9       9       7       7       2       9       5       4       2       7
Vardas8585            Pavarde8585                  1       4       5       7       8       6       5       1      10       6       7       8       4       9       8       3
Vardas8586            Pavarde8586                  2       5       1      10       9       4       8       2       9       9       2       7       5      10       9       1
Vardas8587            Pavarde8587                  3       4       5       2       2      10       6       2       5      10       8       4       1       3       5       6
Vardas8588            Pavarde8588                  6       6       6       3       6       1       7       1       9       9       7       9       8       6       3       6
Vardas8589            Pavarde8589                  2       2       3       6      10       6       2       2       7       4      10       7       9       7       4       9
Vardas8590            Pavarde8590                  1       7       7       6       9       6       6       1       7       2       3       7       4       7      10       3
Vardas8591            Pavarde8591                  8       9       3       2       8       1       7       7       4       6       6       3       7       8       7       3
Vardas8592            Pavarde8592                  7       4       1       1       1       6       5       7       4       5       4       8       9       8       8       8
Vardas8593            Pavarde8593                  8       3       5       6       4       6       3       9       3       7      10       7       9       5       6       4
Vardas8594            Pavarde8594                  6       2       8       6       9       1       8       3       5       9       7       4       3       8       7       8
Vardas8595            Pavarde8595                 10       3       6       1       5      10      10       7       2       4       7       3      10       9       9       9
Vardas8596            Pavarde8596                  6       6       4       8       4       7       3       6       7       6       3       9      10       3       6      10
Vardas8597            Pavarde8597                  6       7       9       7       6       1       6       4       6       5       9       3       1       9       9       3
Vardas8598            Pavarde8598                  9       7       6       1       4      10       3       6       4       8       3       9       3      10       7       5
Vardas8599            Pavarde8599                  8       4       2       2       4       2       8       5       8       8       3       9       4       5       6       2
Vardas8600            Pavarde8600                  9       8       1       6       3       4       2       9       9       7       7       6       1       7       4       6
Vardas8601            Pavarde8601                  7       5       7      10       1       2       1       4       6       7       4      10       1       6       6       7
Vardas8602            Pavarde8602                  5       3       7       8       8      10       9       3       5       5       7       8       9       8       8       4
Vardas8603            Pavarde8603                 10       6       2       8       6       3       6       2       5       4       6      10       4       1       5       7
Vardas8604            Pavarde8604                  9       5       6       4       1       4       7       4       1      10      10       6      10       3       9       6
Vardas8605            Pavarde8605                  9       9       6       2       8       6       2       8       7      10      10       4       4       7       4       5
Vardas8606            Pavarde8606                  3       8       7       1       9       7       1       5      10       5       7       1       1       6       7       2
Vardas8607            Pavarde8607                  1      10       6       2       8       8       2       6       6       3       3       3       9       4       5       2
Vardas8608            Pavarde8608                  8       7       3       4       4       6      10      10       8       3       9       4       2       5      10       7
Vardas8609            Pavarde8609                 10       7       6       6       5       7       5       4       3       2       9       3       4       3       2       1
Vardas8610            Pavarde8610                  3       3       8       6       7       9       6       1       8       8       8       6      10       9       8       7
Vardas8611            Pavarde8611                  6       2       7       4       7       1       8       2       8       8       7       6       1       1       1       7
Vardas8612            Pavarde8612                  8       4       6       9      10       3       1       1       1       5       1       1       5       7       1       7
Vardas8613            Pavarde8613                  1      10       4       8       8       5      10       1       8      10       2       5       4       8       6       5
Vardas8614            Pavarde8614                  2       5       9       1       6       1       5       7       2       4       5      10       3      10       6       4
Vardas8615            Pavarde8615                  1       4       2       7       2       6      10       8       8       6       7       8       2       5       5       4
Vardas8616            Pavarde8616                  4      10       4       3       3      10       2      10       1       6       6       4       3       2       2       6
Vardas8617            Pavarde8617                  4       4       2      10       4       2       7       5       9       2       4       3       6       9       4       3
Vardas8618            Pavarde8618                  4       9       7       9       2       7       5       2       3       6       7      10       3      10       6       5
Vardas8619            Pavarde8619                  2       4       8       2       6       2       5       2       5       6       8       1       5       1       7       1
Vardas8620            Pavarde8620                  2       6       9      10       5       8       2       7      10       3       2       6       7       5       2       5
Vardas8621            Pavarde8621                  2       3       9       6       4       3       6       7       3       1      10       1       1      10      10       1
Vardas8622            Pavarde8622                 10       3       2       4       3       2      10       7       2       7       7       5      10      10       9       2
Vardas8623            Pavarde8623                 10       8       7       9       9      10       2       7       8       2      10       8       2       9       2       4
Vardas8624            Pavarde8624                  3       3       8       1       4       3       7       8      10       3       3       2       1       3       9       6
Vardas8625            Pavarde8625                  3       2      10       4       4       2       8       5       9       9       3       5       9       2       4       3
Vardas8626            Pavarde8626                  3       5       5       2       5      10       9       8       5       9       7       3       8       1       1       8
Vardas8627            Pavarde8627                  2       1       5       2       4       6       3       1       2       4       8      10       5       4       1       7
Vardas8628            Pavarde8628                  3       4       7      10       6       8       9       3       3       9       4       5       6       9       9      10
Vardas8629            Pavarde8629                  6       4       8       6       2       5      10       5       8       4       6       2      10       9       1       8
Vardas8630            Pavarde8630                  7       4       9       2       5       4       1       8       3       6      10       9       7       5       3       9
Vardas8631            Pavarde8631                  5       6       6       8       3       8       1      10       8       6       8      10       8       5       9       2
Vardas8632            Pavarde8632                  5       1       3       6       7       2       2       5       9       8       1       6       7       9       4       2
Vardas8633            Pavarde8633                  2       1       1       7       5       9       1       6       8       9       1       1       9       8       7       5
Vardas8634            Pavarde8634                  1       2       4      10      10       7       7       7       8       8       3       3       8       4       7       7
Vardas8635            Pavarde8635                  5       9       6       3       9       4       9       4       6       9       5       5       8       9      10       8
Vardas8636            Pavarde8636                 10       2       8       5       3       5       5       5       4       4       1       2       8      10       5       2
Vardas8637            Pavarde8637                 10       3       7       1      10      10       9       6       8       8       9       1       4       3       5       2
Vardas8638            Pavarde8638                  1       5       7       4       5       4       3       5       6       1       5       2       1       6       1       3
Vardas8639            Pavarde8639                  8       8       7       7       9      10      10       9       1       2      10       2       7      10       6       7
Vardas8640            Pavarde8640                  3       5       1       5       5      10       4       5       1       1       3       4       9       2       1       5
Vardas8641            Pavarde8641                  2       8       8       1       3       3       1       1       1       1       9       9       7       4      10       5
Vardas8642            Pavarde8642                  4       7       1       4       5       9       8       2       3       6       6       8      10       2       2       7
Vardas8643            Pavarde8643                  8       6       2       1       5       3       7       7       8       7       4       7       8       3       5      10
Vardas8644            Pavarde8644                 10      10       8       3       1       1       7       7       8      10       7       4       7       9       1       2
Vardas8645            Pavarde8645                  9       8       5       4       4       5       5       7       7      10       9       9       1       3       1       4
Vardas8646            Pavarde8646                  9       6       3       8       6       9       4       8       8       2       6       4       4       5       6       5
Vardas8647            Pavarde8647                  6       4       1       1       2       4       2       8       7       8       4       8       7       8       2       2
Vardas8648            Pavarde8648                  7       2       5       1       4       4       8       1       4       8       1       3       1       8      10       6
Vardas8649            Pavarde8649                  9       7       5       2       2       5       5       5      10       1       6       1       1       4       1       9
Vardas8650            Pavarde8650                  5       5       5       1       8      10       8       5       3       4       5       3       5       8       9       3
Vardas8651            Pavarde8651                  2       2       5       2       3       8       4      10       4       6       4       7       3       1       5       3
Vardas8652            Pavarde8652                  2       7       8       5       4       4       3       1       2       4       3       5       6       4       4       7
Vardas8653            Pavarde8653                  7       5       8       9       6       1       3       2       7       3       8       1       7       7      10       6
Vardas8654            Pavarde8654                  5       8       6       2       8       4       4       2       6       1      10       9       6       2       5       8
Vardas8655            Pavarde8655                  7       3       4       6       2       2       3       4       2      10       2       2       4       1       7       5
Vardas8656            Pavarde8656                  8       2       2       7       6       8       1       7      10       8       3       9       1       5       8       1
Vardas8657            Pavarde8657                  4       8       4       3       3       6       7       5       4       3       4       7       7       8       2       8
Vardas8658            Pavarde8658                 10       5       2       1       6       7       1       6       7      10       5       9       5       2       9       8
Vardas8659            Pavarde8659                  6       3       4       8       6       2       8       1       4      10       8      10       3       4       1       7
Vardas8660            Pavarde8660                  8       9       8       5       3       3       6       4       3       4       1       6       7       8       6       2
Vardas8661            Pavarde8661                  3       8       8       5       8       2       6       3       7       1       9       5       5       1       3       3
Vardas8662            Pavarde8662                  6       8       5       9       9      10       7       3       7       2       8       2       7       9       5      10
Vardas8663            Pavarde8663                  7       2       4       8       1       3       3       7       8       8       6       5       7       4       3       2
Vardas8664            Pavarde8664                  3       5       2       9      10       7       7       5       8       7       8       8       7       5       2       2
Vardas8665            Pavarde8665                 10      10       8       9       5       1       1       1       8       4       5       6       3       3       5      10
Vardas8666            Pavarde8666                  6       5      10       6       2       2       5       9      10       1       7       3       1       3       5       8
Vardas8667            Pavarde8667                  1       2      10       5       6       3       1      10       5       7       2       3       4       2       4       3
Vardas8668            Pavarde8668                  9       8       1       1       2       5       3       1       5       4       9      10       5      10       2      10
Vardas8669            Pavarde8669                  5       1       9       5       5       7       5       2       5       7       4       2      10       7       1       9
Vardas8670            Pavarde8670                  8       2       5       6       7       7       9       6       6       2       4       1      10       6       8       8
Vardas8671            Pavarde8671                  8       9       4      10       4       1       6       1       3      10       4       9       3       2      10       6
Vardas8672            Pavarde8672                  1       7       3       1      10       9      10       1       8       9      10      10       5       8       8       8
Vardas8673            Pavarde8673                  7       9       8       1       9      10       8       2       7       8       5       1       4       9       6       4
Vardas8674            Pavarde8674                  1       3      10       9       1       2       9       8       7       2       5       8       6       6       4       3
Vardas8675            Pavarde8675                  9      10       4       9       2       3       7       9       7       2       2       9       2       1       7       7
Vardas8676            Pavarde8676                  3       5      10       9       5       2       5       2      10       3       7       1       5       5       3      10
Vardas8677            Pavarde8677                  5       3       6       4       9       4       6       7       3       2       3       3       3       9       8       7
Vardas8678            Pavarde8678                  7       3       5       4       8       6       7       2       9       1       5       5       7       5       7       4
Vardas8679            Pavarde8679                  8       8       4       8       7       8       3       9       7       2       4       9       5       2      10       8
Vardas8680            Pavarde8680                  3       2       6       2       5       7       6      10       2       5       4       2       2      10       8       8
Vardas8681            Pavarde8681                  8       6       9       6       2       3       7       1       6       9       3       3       4       7       5      10
Vardas8682            Pavarde8682                  1       5       3       8       4       7       4       7      10       8       5      10       5       6       8       3
Vardas8683            Pavarde8683                  4       9       3       4       9       3       6       5       1       9       2       8       9       8       9       8
Vardas8684            Pavarde8684                 10       3       5      10       4       9       6       2       2       9       6       3       4       8       1       1
Vardas8685            Pavarde8685                  5       6       7      10       8      10       3       1       2       1       1       2       8       4       8       8
Vardas8686            Pavarde8686                  6       8      10      10       8       3       3       3      10       9       2      10       5       4       6       7
Vardas8687            Pavarde8687                  9       7       6       7       8       5       2       7       3       3       6       2       2       4       1       5
Vardas8688            Pavarde8688                  5       2       8       2       7       2       3       8       7       6       6       8       9       9       8       9
Vardas8689            Pavarde8689                  4       9       7       9       6       8       1      10       6       6       3       9       2       9       8       7
Vardas8690            Pavarde8690                  1       7       5       3      10       4      10       5       7       2       4       3       7       3       8       4
Vardas8691            Pavarde8691                  4       1       7       2       9       8       9       5       5       2       3       5       4      10       5       6
Vardas8692            Pavarde8692                  2       1      10       4       1       4       9       3       3       5      10       4       5       8       7       5
Vardas8693            Pavarde8693                  3      10       5       6       7       4       8       3      10       2       4       4       5      10       9       5
Vardas8694            Pavarde8694                  3       6       7       5       7       6       5       4       2       5       8       9       3       9       6       3
Vardas8695            Pavarde8695                  2       1       7       1       7       9       3       6       8       5      10      10      10       5       1       1
Vardas8696            Pavarde8696                  8       6       7       5       7       1       8       7       4       4       1      10       4      10       5       6
Vardas8697            Pavarde8697                  1       9       9       9       2       7       6      10       5       1       5       1       7       3       3       8
Vardas8698            Pavarde8698                  5       2       9       8       9      10       7       5       4       2       3       6       8       9       9       9
Vardas8699            Pavarde8699                  7       9       8      10      10       5      10      10      10       3      10       1       9      10       7      10
Vardas8700            Pavarde8700                  8       2       5       1       6       2       1       8       5       8       1       4       4       6       4       9
Vardas8701            Pavarde8701                  9       2       8       2       8       2       6       8       7      10       4      10       9       6       4       4
Vardas8702            Pavarde8702                  3       5       9      10      10       2       6      10       8      10       3       3       1       2       7       5
Vardas8703            Pavarde8703                  3       9       8      10      10      10       5      10       2       4       3       9       7       5       3       4
Vardas8704            Pavarde8704                  1       6       4       7       3       8       6      10       8      10      10       1       4       1       1       2
Vardas8705            Pavarde8705                  9       2       9       7       9       8       1       2       3       6       7       2       3       7       2       5
Vardas8706            Pavarde8706                  6       6       6       2       4       2       6       8       3       7       8      10       8       5       8       2
Vardas8707            Pavarde8707                  4       5       5       2       9      10       3       1      10       4       4       8       9       5       5       1
Vardas8708            Pavarde8708                  2       6       9       5       5       1       2      10       8       6       2       6       2      10       2       7
Vardas8709            Pavarde8709                  2       7       8      10      10       1       3       5       3       3       5       9       8       9       2       5
Vardas8710            Pavarde8710                  3      10       5       2       2       2       2       6       9      10       2       8       9       8       7       8
Vardas8711            Pavarde8711                  8       9       1       1       6       6       3       7      10       1       4       1       7       7       4       1
Vardas8712            Pavarde8712                  2       2       4       7       6      10       3       4       3       6       2      10       6       9       3       4
