Vardas                Pavarde                    ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9    ND10    ND11    ND12    ND13    ND14    ND15    Egz.
Vardas906             Pavarde906                   8       1       5       2       2       8       5       1       8       4       4       7       5       1       9       1
Vardas907             Pavarde907                  10       2       1       1       2       3       4       1       2       8      10       4       1       3       6       8
Vardas908             Pavarde908                   5       2       8       7       2       9       7       7       3       7       7       9       9       2       3       4
Vardas909             Pavarde909                   9       7       3       8       6       8       7       8       8       6       2       5       9       9       6       8
Vardas910             Pavarde910                   4      10       5       9       7      10       3       3       6       2       2      10       5       7       7       3
Vardas911             Pavarde911                   8       3       8       6       8       5       2       1       8       7       4       3       6       3       7       6
Vardas912             Pavarde912                   5       1       4       8       8       2      10       8       5       3       5       1       6       5       5       3
Vardas913             Pavarde913                   2       3       5       5       8       5       1       3      10       7       9      10       3       5       2       9
Vardas914             Pavarde914                   6       6       7      10       3       1       4       8       2       7       6      10       3       9       2       4
Vardas915             Pavarde915                   1       2      10       5       5       6       1       9       7       6       6      10       7       5       4       9
Vardas916             Pavarde916                   5      10      10       6       1       4       1       1       5       3       7       1       2       5       3       2
Vardas917             Pavarde917                   4       1       9       8       2       1       8       6      10       8      10       3       4       1       9       1
Vardas918             Pavarde918                   4       4       7       7      10       7       3       1       7       4       4       8       7       7       7       1
Vardas919             Pavarde919                   9       3       8       6       2       9       5       1       7       1       9       5      10      10       7       3
Vardas920             Pavarde920                   9       7       7       6       9       3       1       4       5       5       7       8       5       5       6       2
Vardas921             Pavarde921                   6       9       7       3       2       6       3       3      10       8       8       4       5       6      10      10
Vardas922             Pavarde922                  10       4      10       9       3      10       9       3       2       3       5       6       9       2      10       3
Vardas923             Pavarde923                   4       6       3       7       4       7       8       1       9       2       7       3       8       3       9       2
Vardas924             Pavarde924                   2       2       1       2       8       9       7       5       6      10       2       7       9       6       1       9
Vardas925             Pavarde925                   9       7       5       7       7       4       3      10       9       5       2       5       2       2       8       1
Vardas926             Pavarde926                   2       6       8       6       1       2       6       3       3       2       6       6       4       4       5       4
Vardas927             Pavarde927                   5       3       8       7       4      10      10       5       2       7       4       1      10       8       4       1
Vardas928             Pavarde928                   2       7       8       9       3      10       7       6      10       6       7       1       4      10       3       7
Vardas929             Pavarde929                   9       6       3       8       6       5       3       6       7       8       2       9       7       2       9       8
Vardas930             Pavarde930                   4       9       4       1       5      10       3       8       4       8       3       5       6      10       9       2
Vardas931             Pavarde931                   7       3       8       5       5       6       8      10       8       3       8      10       7       3       5       3
Vardas932             Pavarde932                   9       6       9       1       7       9       7       4       6       3       5      10       9      10       5       3
Vardas933             Pavarde933                   3       6       5      10      10       3       2       6       6       5       2       4       2       2       1       2
Vardas934             Pavarde934                   6       6       8       8       3       2       8       8      10       4       7       5       9       2       7       8
Vardas935             Pavarde935                   8       3       4       2       9       3       3      10       4       4      10       5       5       9       6       2
Vardas936             Pavarde936                   3       7       6       3       9       6       1      10       1       2       7       5       4       6       4       7
Vardas937             Pavarde937                   2       2       4       5       4       5       6       7       8       2       7       6       4       6       6       2
Vardas938             Pavarde938                   1       6       1       5       1       7       4       3       7       2       4       2       7       1       7       1
Vardas939             Pavarde939                   4       2       1       1       8       4       1      10      10      10       2       8       8       7       9       3
Vardas940             Pavarde940                   8       8       3       1       4      10       3       7       2       5       9       9      10       9       6       2
Vardas941             Pavarde941                   7       2      10       6       9       3       2       4       6       1      10       3       7       6       9       3
Vardas942             Pavarde942                   4       2       8       3       2       2       4       6       2       2       6       7       3       4       8       4
Vardas943             Pavarde943                   6       5       6       8       4       6       4       9       7      10       3       7       2       6       4       8
Vardas944             Pavarde944                   7       2       5       8       6       1      10       9       5       6       6       1       2       4      10       2
Vardas945             Pavarde945                   2       2      10       7       8       2      10       6       8       8       8       9      10       7       6       2
Vardas946             Pavarde946                   8       5       6       7       1       5       9       1       1       9       8       7       7       6       8       3
Vardas947             Pavarde947                   2       4      10       2       7       7       5       6       9       9       6       4       8       9      10       2
Vardas948             Pavarde948                   2       2       8       4       9       4       2       8      10       8       2       3       7       8       7       3
Vardas949             Pavarde949                   9      10       2       7       1      10       8       7       1       3       3       8      10       7       5       6
Vardas950             Pavarde950                   4       1       5       8       1      10       3      10       2       9       3       6       1       8       7       2
Vardas951             Pavarde951                   5       4       9       7       8       1       6       9       6       1       2       3       4      10       8       4
Vardas952             Pavarde952                   3       8       2       6       9       5       3      10       6       2       8       5       3       9       4       5
Vardas953             Pavarde953                   8       9       9      10       5       1       3       8       4       3      10       9       1       7       1       7
Vardas954             Pavarde954                   2       7       2       3       8       4      10       7       7       7       9       7       8       8       5       9
Vardas955             Pavarde955                   8       6       6       8      10       9       7       2       3       2       8       7       4      10       2       7
Vardas956             Pavarde956                   7       1       4       7       1       7       7       4       1       1       7       9       5       2       3       5
Vardas957             Pavarde957                   4       9      10       2       6       1       7       3      10       8       4       8       5       8       9       9
Vardas958             Pavarde958                   8       1       1       8       9       1       7       3       1       2      10       3       9       6       1       7
Vardas959             Pavarde959                   9       1      10       3       8       7       1       6       3       2       5       3       1       6       5       2
Vardas960             Pavarde960                   2       9       3      10       2      10       4       1       9      10       4       4       8       5      10       4
Vardas961             Pavarde961                   2       4       2       5      10       2       4      10       4       7      10       2       8       8       3       2
Vardas962             Pavarde962                   6      10       1      10       8       6       3       4       7       2       5       7       8       8       5       4
Vardas963             Pavarde963                   4       1       7       5       5      10       4      10       3       9       3       5       7       4       7       4
Vardas964             Pavarde964                   4       4       8       3       1       8       5       4       1       6       1      10       8       9       6      10
Vardas965             Pavarde965                   5       5       3       6       6      10       2       6       3       9       3       8       3       6       4       3
Vardas966             Pavarde966                   1       6       2       6       1       2       2      10       7       5       2       1       5      10       1       2
Vardas967             Pavarde967                   2       6       3       7       7       6      10       6       9       2       5       4       2       7       3      10
Vardas968             Pavarde968                   9       1       4       1      10       7       5       5       9       4       7       8       3       9       7      10
Vardas969             Pavarde969                   1      10       1       3       5       5      10       1       8       4       1       8      10       2       7       6
Vardas970             Pavarde970                   5       9       4      10       8       7       6       7       8       1       4       1       2       9       1      10
Vardas971             Pavarde971                   5       1       9       6       3       6       8       6       7      10       6      10       1       9       7       9
Vardas972             Pavarde972                   9       5       7       1       9       8       2       4       5       2       7       6      10       7       9       1
Vardas973             Pavarde973                   3      10       9       9       1       2       2       2       4       1       3       2       4       9       7       3
Vardas974             Pavarde974                   2       1       5       4       9       8      10      10       6       3       7       1       8       2       6       9
Vardas975             Pavarde975                   8       4       8       3       2       4      10       4       7       3       6       9       9       9       5       6
Vardas976             Pavarde976                   9       2       7       1       6       3       3       6       1       7       5       2       4      10       2       4
Vardas977             Pavarde977                   5       4       3      10       5       6      10       6       9       8       3       3       1       2       6      10
Vardas978             Pavarde978                   7       9       3       6       2      10      10       3       1       8       6       1       8       7       5       6
Vardas979             Pavarde979                   9       2       7       8       2       7       2       4      10       9      10       8       1       5      10       5
Vardas980             Pavarde980                   9      10       8       8       1       3       8       2       2       9       2       1       8       7       8       3
Vardas981             Pavarde981                   8       7       8       7       9       7       4       4       3       1       4       5       4       5       9       6
Vardas982             Pavarde982                   8      10       2       4       6       7       7       7       9       1       6       4      10       2       5       5
Vardas983             Pavarde983                   1       1       7       5       8       7       4       5       4       8       9       1       3       8      10       6
Vardas984             Pavarde984                  10       1       1       8       1       8       4       5       5       7       8      10       4       2      10      10
Vardas985             Pavarde985                   5       2       7       4       3       7       2       2      10       3       1       2       1       9       9       8
Vardas986             Pavarde986                   5       7       5       6       2       6       3       6       2       2      10       6      10       1       1       5
Vardas987             Pavarde987                   1       3       8       9       4       6       8       9       2       1       3       3      10       5       7       6
Vardas988             Pavarde988                   7       6      10       6       6       6       5       1       6       1       3       8       3       1       4       8
Vardas989             Pavarde989                   5       6       7       5       6       1       1       1       4       4       5       5       9       3       2       4
Vardas990             Pavarde990                   7       8       3       1       6       6       7       9       8       7       9       5       1       1       6       2
Vardas991             Pavarde991                   9       3       2       9       4       5       4      10       4       2       1      10       8      10      10      10
Vardas992             Pavarde992                   7       7       5       4       3       8       6       3       4       1       5       6       4      10       2       8
Vardas993             Pavarde993                   3       9       6       2       2       4       3      10       1       1       2       1       6      10       2       5
Vardas994             Pavarde994                   4       2       1       6       5       5       8       9       6       6       9      10       8       2       9       6
Vardas995             Pavarde995                   9       9       4       1       5       3       4       5       8       1       7       1       9       2       3       2
Vardas996             Pavarde996                   9       6       4       8       6       6       4       7       8       7       4       5       2       6       3       3
Vardas997             Pavarde997                   8       8      10       2       8       6       5       7       3       9       3       1       5       5       8       3
Vardas998             Pavarde998                   7       9       7      10       3       6       4       9       4       3      10       5       7       2       6       9
Vardas999             Pavarde999                   8       8       1       6      10       5       3       2       5       6       1       2       9       9       3       2
Vardas1000            Pavarde1000                  4       1       5       9       3       6       3       1       9       6       2       4       4       3       7       9
